Order,AlphaPop,FamilyNum,Population,Family,Dam,Sire,Rep,Treatment,TempTrt,WaterTrt,Block,Col,Row,GermDate,MinGermDay,MaxGermDay,Transplant,,LLL_0512,LLL_0515,LLL_0520,LLL_0523,LLL_0526,LLL_0529,LLL_0602,LLL_0605,LLL_0609,LLL_0612,Notes,UseForLLLGrowth,Height_0529,Height_0602,Height_0605,Height_0609,Height_0612,Height_0616,Height_0620,UseForHeightGrowth,,WiltStatus_0612,Flower Date,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,Flwr Notes,,LeafCollectionDate,UppTrichomeNo,LowTrichomeNo,Length_mm,LeafNotes1,LeafFW_g,LeafDW_g,LeafNotes2,LeafArea_cm2,,DiedFromStress,HarvestDate,NFlwr,Nbud,HarvestNotes,UseForBiomass,LeavesDW_g,ShootsDW_g,RootsDW_g,Notes,,,,,,,,,FlowerDate,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,FlwrNotes,,,,,,,,,,,,,
763,11,3,Rainbow Pool,RBW3,AA0563,AA0565,B,Cool/Wet,Cool,Wet,MM7-7,L,3,plain,6,7,N,,4.12,6.88,12.82,15.43,19.92,26.2,16.5,33.6,69.2,77.3,,TRUE,0,0.8,NA,6.7,11.3,14.5,25,TRUE,,turgid,,,,,,,,09-Jul,60,64,14.83,,0.2573,0.0425,,,,FALSE,09-Jul,0,0,,TRUE,0.3258,0.4700,0.2595,,1.0553,,,,,,,,,,,,,,,,,,,,,,,,,,
637,12,1,Redwood Creek,RWD1,AA1538,AA1541,A,Cool/Wet,Cool,Wet,MM7-7,M,3,green,8,8,N,,1.51,4.21,11.35,18.1,24.86,37.1,41.7,53.6,73.5,87.6,,TRUE,0.4,1.8,NA,5.5,9.5,17.8,29,TRUE,,turgid,,,,,,,,09-Jul,82,71,12.41,,0.28,0.0539,,,,FALSE,09-Jul,0,9,,TRUE,2.8500,3.3000,1.1900,,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,
581,13,5,Rock Creek,006aN1,,,A,Cool/Wet,Cool,Wet,MM7-7,N,3,plain,6,7,N,,1.47,3.67,7.2,10.21,12.99,18.4,22.2,36.2,51.7,64.4,,TRUE,0,0.7,NA,4.1,7.4,9.5,17.5,TRUE,,turgid,,,,,,,,09-Jul,73,61,12.02,,0.2346,0.0365,,,,FALSE,09-Jul,0,7,,TRUE,0.4600,0.5700,0.5208,,1.5508,,,,,,,,,,,,,,,,,,,,,,,,,,
597,14,9,Wawona,190aC2,,,A,Cool/Wet,Cool,Wet,MM7-7,A,4,yellow,10,10,N,,< 1,1.24,6.05,10.66,15.36,15.7,15.4,16,18.3,19.4,,TRUE,0,0.3,NA,0.4,0.5,1.6,2.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,NA,NA,NA,very small; not harvested,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
677,15,5,West Fork Mojave River,WFM5,EH0018,EH0024,A,Cool/Wet,Cool,Wet,MM7-7,B,4,green,8,8,N,,2.23,3.34,7.4,12.04,20.11,28.7,30.4,53.7,69.2,67.2,,TRUE,0.4,1.1,NA,6.2,8.9,12.5,15.5,TRUE,,turgid,,,,,,,,09-Jul,73,91,13.69,,0.2174,0.0164,,,,FALSE,09-Jul,0,0,,FALSE,,,0.0339,mix up with WWC3A?,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
659,16,11,Whitewater Canyon,WWC11,EH0034,EH0033,A,Cool/Wet,Cool,Wet,MM7-7,C,4,plain,6,7,N,,2.98,5.55,12.58,13.95,22.91,35.8,35.2,60.9,84.4,89,,TRUE,0.5,0.8,NA,8.5,15.4,21.5,35,TRUE,,turgid,,,,,,,,08-Jul,83,77,11.4,,0.1815,0.0309,,,,FALSE,08-Jul,7,4,,TRUE,0.0760,1.8400,0.3700,,2.286,,,,,,,,-,4.04,40.65,15.71,34.33,,,,,,,,,,,,,,
607,1,2,Cottonwood Creek,347a,,,A,Cool/Wet,Cool,Wet,MM7-7,D,4,no germination,NA,NA,Y,,< 1,< 1,< 1,1.13,4.27,6.6,6.5,9.2,7.2,6.2,transplanted,FALSE,0,0,NA,0,0,1,1,FALSE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
665,2,5,Cuyamaca Rancho,CUR5,AA1410,AA1413,A,Cool/Wet,Cool,Wet,MM7-7,E,4,plain,6,7,N,,0.93,2.42,5.75,11.41,18.87,25.6,31.8,54.8,65.8,63.9,,TRUE,0,0.6,NA,3.5,7.2,12.9,23.5,TRUE,,turgid,,,,,,,,08-Jul,91,67,18.8,,0.2465,0.0357,,,,FALSE,08-Jul,0,0,,TRUE,0.3798,0.4600,0.1800,,1.0198,,,,,,,,,,,,,,,,,,,,,,,,,,
729,3,3,Deep Creek,DPC3,AA1535,JP0786,B,Cool/Wet,Cool,Wet,MM7-7,F,4,green,8,8,N,,5.7,8.84,15.08,17.25,32.3,46.6,40,46.3,52,52.9,,TRUE,0.7,1.1,NA,5.2,9.5,15,19.2,TRUE,,turgid,,,,,,,,08-Jul,53,45,12.6,,0.1093,0.0082,,,,FALSE,,,,,TRUE,0.1534,0.1500,0.0700,,0.3734,,,,,,,,,,,,,,,,,,,,,,,,,,
741,4,3,Grade Road Palomar,GRP3,JP0989,JP0992,B,Cool/Wet,Cool,Wet,MM7-7,G,4,plain,6,7,N,,1.76,3.15,7.51,10.4,16.57,29.2,33.2,57,71.3,72.2,,TRUE,0,1.5,NA,6.5,12.1,19.5,28.3,TRUE,,turgid,,,,,,,,08-Jul,75,78,15,,0.2825,0.0489,,,,FALSE,08-Jul,0,0,,TRUE,0.7500,1.1500,0.2600,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,
623,5,11,Hauser Creek,HAU11,AW1135,AW1130,A,Cool/Wet,Cool,Wet,MM7-7,H,4,plain,6,7,N,,1.69,3.09,6.7,10.78,16.27,26.6,36.1,58.1,90.8,93.5,,TRUE,0,0.8,NA,5.7,11.9,18.4,27.9,TRUE,,turgid,,,,,,,,08-Jul,106,87,16,,0.2784,0.0584,,,,FALSE,08-Jul,0,5,,TRUE,0.8074,1.2400,0.4800,,2.5274,,,,,,,,,,,,,,,,,,,,,,,,,,
687,6,3,Little Jameson,LIJ3,AA1379,AA1378,A,Cool/Wet,Cool,Wet,MM7-7,I,4,red,9,9,N,,< 1,< 1,< 1,2.51,6.97,11.7,17.6,23.2,32,34.3,,TRUE,0,0,NA,2.5,4.6,6.7,9.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
711,7,3,Middle Yuba,MYU3,JP0619,JP0624,A,Cool/Wet,Cool,Wet,MM7-7,J,4,plain,6,7,N,,4.04,6.15,9.5,12.84,20.7,27.2,27,46.7,64.2,68.5,,TRUE,0.4,0.9,NA,5.4,10.5,19,25.6,TRUE,,turgid,,,,,,,,08-Jul,103,75,18.4,,0.2827,0.057,,,,FALSE,08-Jul,0,0,,TRUE,0.6900,0.8600,0.3800,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,
633,8,9,Mill Creek,MIL9,EH0057,EH0053,A,Cool/Wet,Cool,Wet,MM7-7,K,4,plain,6,7,N,,2.76,4.88,10.9,16.52,18.01,35.4,40.4,59.5,73,74.7,,TRUE,0.6,1.1,NA,6.2,9.4,16,26.5,TRUE,,turgid,,,,,,,,08-Jul,39,31,11.3,,0.1298,0.0147,,,,FALSE,08-Jul,0,4,,TRUE,0.3700,0.5800,0.2700,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
707,9,7,North Fork Middle Tule,NMT7,EH0014,AA1519,B,Cool/Wet,Cool,Wet,MM7-7,L,4,green,8,8,N,,1.35,2.36,4.5,6.83,14.9,23.6,28.7,32.5,40.7,43.1,,TRUE,0,0.5,NA,2.4,5,7.5,16.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
751,10,6,Paradise Creek,PRD6,AA1431,AA1428,B,Cool/Wet,Cool,Wet,MM7-7,M,4,yellow,10,10,N,,< 1,2.8,8.04,12.76,19.5,27.5,41.9,55.9,83.5,110.1,,TRUE,0,0.9,NA,4.9,7.8,16.5,23.9,TRUE,,turgid,,,,,,,,08-Jul,78,95,14,,0.2918,0.0883,,,,FALSE,08-Jul,0,4,,TRUE,2.1100,2.3900,1.5300,,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,
759,11,3,Rainbow Pool,RBW3,AA0563,AA0565,A,Cool/Wet,Cool,Wet,MM7-7,N,4,plain,6,7,N,,3.27,6.41,13.78,20.8,26.33,45.8,55.4,77.2,97.2,105.8,,TRUE,0.5,0.9,NA,5.2,8,14,19,TRUE,,turgid,,,,,,,,08-Jul,48,72,15,,0.2911,0.0657,,,,FALSE,08-Jul,3,17,,TRUE,3.6200,4.2400,1.4100,,9.27,,,,,,,,-,4.54,41.14,20.43,32.38,,,,,,,,,,,,,,
647,12,9,Redwood Creek,RWD9,EH0009,AA1541,A,Cool/Wet,Cool,Wet,MM7-7,A,5,plain,6,7,N,,3.01,5.23,11.02,16.74,19.96,38.3,50.2,65.8,81.9,97.9,,TRUE,0.6,1.6,NA,8.5,13.2,23,34.9,TRUE,,turgid,,,,,,,,08-Jul,48,37,13.7,,0.1334,0.0148,,,,FALSE,08-Jul,6,2,,TRUE,2.0700,3.8000,0.6336,,6.5036,,,,,,,,,,,,,,,,,,,,,,,,,,
583,13,7,Rock Creek,009aN1,,,A,Cool/Wet,Cool,Wet,MM7-7,B,5,blue,11,11,N,,0.7,3.22,5.69,10.52,17.37,23.9,34.7,50.1,58,65.2,,TRUE,0,1.4,NA,8.1,12.9,16.5,25.6,TRUE,,turgid,,,,,,,,08-Jul,34,23,9.8,,0.1465,0.021,,,,FALSE,08-Jul,0,2,,TRUE,0.3500,0.3900,0.0995,,0.8395,,,,,,,,,,,,,,,,,,,,,,,,,,
591,14,3,Wawona,184aC2,,,A,Cool/Wet,Cool,Wet,MM7-7,C,5,no toothpick; germination,12,17,N,,< 1,1.02,3.73,7.98,13.69,20.5,31.7,47.6,72.4,74.7,,TRUE,0,0.5,NA,4.5,9,14.5,24.3,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
675,15,3,West Fork Mojave River,WFM3,EH0017,EH0019,A,Cool/Wet,Cool,Wet,MM7-7,D,5,no toothpick; germination,12,17,N,,0.97,2.89,8.1,14.8,20.8,28.9,29.7,29.9,30.4,33.4,,TRUE,0.4,1.1,NA,2.5,4.5,7,NA,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,CHECK,0.0741,0.0879,NA,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,
651,16,3,Whitewater Canyon,WWC3,EH0028,EH0032,A,Cool/Wet,Cool,Wet,MM7-7,E,5,green,8,8,N,,< 1,< 1,2.71,7.81,15.38,23.2,23.4,43.9,55.2,65.2,,TRUE,0,0.6,NA,6.8,9.5,16.5,24.5,TRUE,,turgid,,,,,,,,08-Jul,55,46,13.3,,0.1222,0.01,,,,FALSE,08-Jul,0,0,,TRUE,0.0990,0.1400,0.0247,,0.2637,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1,7,Cottonwood Creek,356a,,,A,Cool/Wet,Cool,Wet,MM7-7,F,5,yellow,10,10,N,,1.84,4.5,6.94,10.37,13.16,20,24.4,43.2,46.8,46.1,,TRUE,0,0.9,NA,6.5,9.4,11.5,21.4,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2,9,Sweetwater River,CUR9,AW1111,AW1112,A,Cool/Wet,Cool,Wet,MM7-7,G,5,red,9,9,N,,2.6,5.16,11.43,18.78,24.63,43.6,57.8,71.1,105.4,104.5,,TRUE,0.6,1,NA,7,11.6,19,29.5,TRUE,,turgid,,,,,,,,08-Jul,85,66,14.9,,0.4099,0.0702,,,,FALSE,08-Jul,5,6,,TRUE,1.4100,2.5400,0.8721,,4.8221,,,,,,,,,,,,,,,,,,,,,,,,,,
721,3,1,Deep Creek,DPC1,AA1535,JP0779,A,Cool/Wet,Cool,Wet,MM7-7,H,5,yellow,10,10,N,,1.22,3.75,9.69,16.08,22.12,33.7,43.9,60.6,75.2,94.3,,TRUE,0.7,0.5,NA,5.4,7.5,17,26.2,TRUE,,turgid,,,,,,,,08-Jul,31,24,9,,0.1518,0.0279,,,,FALSE,08-Jul,0,6,,TRUE,0.8500,1.2400,0.6437,,2.7337,,,,,,,,,,,,,,,,,,,,,,,,,,
619,5,7,Hauser Creek,HAU7,AW1129,AW1133,A,Cool/Wet,Cool,Wet,MM7-7,J,5,blue,11,11,N,,1.74,3.34,6.82,9.91,17.19,24.2,20.1,31.5,35.2,50.9,,TRUE,0,0.9,NA,4.5,8.1,10.5,20.1,TRUE,,turgid,,,,,,,,08-Jul,70,67,20.3,,0.324,0.0512,,,,FALSE,08-Jul,0,0,,TRUE,0.4800,0.6000,0.2079,,1.2879,,,,,,,,,,,,,,,,,,,,,,,,,,
685,6,1,Little Jameson,LIJ1,AA1378,AA1380,A,Cool/Wet,Cool,Wet,MM7-7,K,5,red,9,9,N,,0.58,2.02,6.32,12.02,18.32,21.8,30.3,35.2,47.3,55.4,,TRUE,0,0.6,NA,2.1,5,8.5,16,TRUE,,turgid,,,,,,,,08-Jul,45,26,12.5,,0.2031,0.0162,,,,FALSE,08-Jul,0,0,,TRUE,0.1900,0.1700,0.0932,,0.4532,,,,,,,,,,,,,,,,,,,,,,,,,,
717,7,3,Middle Yuba,MYU3,JP0619,JP0624,B,Cool/Wet,Cool,Wet,MM7-7,L,5,yellow,10,10,N,,< 1,1.2,4.77,10.1,16.93,22.7,31.2,33.1,45,51.1,,TRUE,0,0.5,NA,4.3,8.1,10.5,15.1,TRUE,,turgid,,,,,,,,08-Jul,71,49,16.9,,0.3013,0.032,,,,FALSE,08-Jul,0,0,,TRUE,0.3600,0.2900,0.2300,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,
627,8,3,Mill Creek,MIL3,EH0053,EH0057,A,Cool/Wet,Cool,Wet,MM7-7,M,5,plain,6,7,N,,2.04,3.74,8.38,14.62,20.83,28.2,41,53.4,75.9,83.3,,TRUE,0.5,0.8,NA,6.2,8.7,12.8,17.9,TRUE,,turgid,,,,,,,,08-Jul,60,46,11.9,,0.2356,0.0349,,,,FALSE,08-Jul,3,4,,TRUE,0.0620,1.0500,0.4854,,1.5974,,,,,,,,,,,,,,,,,,,,,,,,,,
699,9,2,North Fork Middle Tule,NMT2,AA1517,EH0014,A,Cool/Wet,Cool,Wet,MM7-7,N,5,green,8,8,N,,< 1,0.9,3.47,6.26,11.33,15.3,14.2,22.3,33.6,43.8,,TRUE,0,0,NA,0.5,1.5,1.5,3,TRUE,,turgid,,,,,,,,08-Jul,29,42,8.3,,0.0831,0.0057,,,,FALSE,08-Jul,0,0,decapitated,FALSE,0.0294,0.0123,0.0400,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
753,10,7,Paradise Creek,PRD7,EH0011,AA1431,B,Cool/Wet,Cool,Wet,MM7-7,A,6,plain,6,7,N,,2,5.34,12.74,18.61,26.02,41.3,53.2,80,97.5,128.1,,TRUE,0.6,1.5,NA,7.5,15.4,22.5,33.6,TRUE,,turgid,,,,,,,,08-Jul,77,71,16.1,,0.3312,0.0536,,,,FALSE,08-Jul,7,4,,TRUE,2.3500,4.2300,0.9080,,7.488,,,,,,,,-,2.6,41,14.64,33.18,,,,,,,,,,,,,,
767,11,3,Rainbow Pool,RBW3,AA0563,AA0565,C,Cool/Wet,Cool,Wet,MM7-7,B,6,plain,6,7,N,,1.72,3.88,8.37,14.25,20.88,35.8,48.4,65.2,97,119.1,,TRUE,0.5,1.2,NA,7.3,11.4,19.1,29.5,TRUE,,turgid,,,,,,,,08-Jul,70,79,15.2,,0.3127,0.0589,,,,FALSE,08-Jul,0,5,,TRUE,1.1200,1.8100,0.5751,,3.5051,,,,,,,,,,,,,,,,,,,,,,,,,,
639,12,2,Redwood Creek,RWD2,AA1541,EH0005,A,Cool/Wet,Cool,Wet,MM7-7,C,6,plain,6,7,N,,4.03,6.95,13.58,20.79,30.08,54.2,62.1,84.5,102.8,110.8,,TRUE,1.4,2.2,NA,9.5,15.5,27.2,36.8,TRUE,,turgid,,,,,,,,08-Jul,66,52,11.2,,0.2118,0.0535,,,,FALSE,08-Jul,8,10,,TRUE,2.1300,3.8800,0.8305,,6.8405,,,,,,,,-,0,45.18,15.55,34.49,,,,,,,,,,,,,,
587,13,11,Rock Creek,014aN1,,,A,Cool/Wet,Cool,Wet,MM7-7,D,6,green,8,8,N,,1.04,2.36,6.5,12.23,18.11,21.2,30,41.3,43.8,47.5,,TRUE,0,1.4,NA,6.8,9,11.1,12.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
595,14,7,Wawona,188aC2,,,A,Cool/Wet,Cool,Wet,MM7-7,E,6,green,8,8,N,,2.64,6.29,14.51,20.12,29.02,39.8,57.7,87.5,106.9,119.4,,TRUE,0.7,2.1,NA,9,15.4,25.1,34.5,TRUE,,turgid,,,,,,,,08-Jul,61,67,12.5,,0.2667,0.0668,,,,FALSE,08-Jul,9,7,,TRUE,2.6800,4.2500,NA,,6.93,,,,,,,,27-Jun,1.7,31.2,22.4,38.3,,,,,,,,,,,,,,
673,15,1,West Fork Mojave River,WFM1,AA1416,EH0017,A,Cool/Wet,Cool,Wet,MM7-7,F,6,plain,6,7,N,,2.11,4.55,11.57,19.81,25.74,34.9,28.4,60.2,94.6,124,,TRUE,0,1.3,NA,5.7,12,20.5,28,TRUE,,turgid,,,,,,,,08-Jul,77,72,13.4,,0.2029,0.0292,,,,FALSE,08-Jul,0,0,damaged at base; prob last 1-2 days,TRUE,0.7610,1.1300,0.1716,,2.0626,,,,,,,,,,,,,,,,,,,,,,,,,,
653,16,5,Whitewater Canyon,WWC5,EH0029,EH0028,A,Cool/Wet,Cool,Wet,MM7-7,G,6,green,8,8,N,,3.46,5.3,10.8,15.21,21.2,31.8,38.8,57.2,79.2,90.6,,TRUE,0,0.5,NA,7.1,12.5,20.6,32.9,TRUE,,turgid,,,,,,,,08-Jul,51,64,9.1,,0.1736,0.022,,,,FALSE,08-Jul,10,12,,TRUE,1.7700,3.5100,0.5430,,5.823,,,,,,,,26-Jun,4.7,39.9,26.7,42.8,,,,,,,,,,,,,,
609,1,5,Cottonwood Creek,353a,,,A,Cool/Wet,Cool,Wet,MM7-7,H,6,no toothpick; germination,12,17,N,,< 1,< 1,1.02,6.01,10.92,20.8,24.9,26.7,38.1,36.3,,TRUE,0,0.5,NA,2.8,5.5,8.9,9,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
667,2,7,Sweetwater River,CUR7,AW1109,AW1111,A,Cool/Wet,Cool,Wet,MM7-7,I,6,plain,6,7,N,,1.2,3.34,9.15,14.94,20.89,32.8,32.4,55,83.9,82.4,,TRUE,0,0.5,NA,4.1,8,13,25.4,TRUE,,turgid,,,,,,,,08-Jul,86,85,18.4,,0.3143,0.0605,,,,FALSE,08-Jul,0,0,,TRUE,0.6910,1.0200,0.8004,,2.5114,,,,,,,,,,,,,,,,,,,,,,,,,,
723,3,3,Deep Creek,DPC3,AA1535,JP0786,A,Cool/Wet,Cool,Wet,MM7-7,J,6,yellow,10,10,N,,< 1,2.38,4.75,8.86,15.46,31.9,35.4,47.4,71.9,85.8,,TRUE,0.5,0.6,NA,4.8,8.7,15.5,22.5,TRUE,,turgid,,,,,,,,08-Jul,59,52,12.7,,0.2185,0.0433,,,,FALSE,08-Jul,0,0,,TRUE,0.5810,0.8300,0.4764,,1.8874,,,,,,,,,,,,,,,,,,,,,,,,,,
621,5,9,Hauser Creek,HAU9,AW1133,AW1128,A,Cool/Wet,Cool,Wet,MM7-7,L,6,red,9,9,N,,< 1,< 1,3.27,6.92,11.12,21,24,53.6,66.5,81.8,,TRUE,0,0.8,NA,4.9,9,17,24.6,TRUE,,turgid,,,,,,,,08-Jul,60,49,11.1,,0.2225,0.0559,,,,FALSE,08-Jul,0,0,,TRUE,1.0920,1.5700,1.1523,,3.8143,,,,,,,,,,,,,,,,,,,,,,,,,,
693,6,9,Little Jameson,LIJ9,AA1384,AA1379,A,Cool/Wet,Cool,Wet,MM7-7,M,6,yellow,10,10,N,,1.19,2.92,8.38,14.56,16.82,19.4,43.2,47.9,61.1,66.4,,TRUE,0.4,0.9,NA,3.5,5,10.2,16.5,TRUE,,turgid,,,,,,,,08-Jul,73,65,13.5,,0.2567,0.0728,,,,FALSE,08-Jul,0,10,,TRUE,2.1100,2.1600,1.9640,,6.234,,,,,,,,,,,,,,,,,,,,,,,,,,
635,8,11,Mill Creek,MIL11,EH0061,EH0055,A,Cool/Wet,Cool,Wet,MM7-7,A,7,plain,6,7,N,,3.55,6.33,11.44,13.73,25.32,31.9,38.4,54,72.5,84.5,,TRUE,0.5,0.4,NA,5.5,8.5,19.5,31.8,TRUE,,turgid,,,,,,,,08-Jul,74,72,19,,0.4664,0.0524,,,,FALSE,08-Jul,3,6,,TRUE,1.1100,1.9100,0.3680,,3.388,,,,,,,,,,,,,,,,,,,,,,,,,,
745,10,1,Paradise Creek,PRD1,AA1426,EH0011,A,Cool/Wet,Cool,Wet,MM7-7,C,7,plain,6,7,N,,0.67,3.07,8.98,15.44,23.17,28.7,27.2,53.6,81.1,99.5,,TRUE,0.4,1.4,NA,5.8,8.6,19.5,32.8,TRUE,,turgid,,,,,,,,08-Jul,69,65,12.4,,0.2488,0.0565,,,,FALSE,08-Jul,5,9,,TRUE,1.9100,3.1800,1.3597,,6.4497,,,,,,,,-,4.21,44.08,13.49,46.08,,,,,,,,,,,,,,
765,11,1,Rainbow Pool,RBW1,AA0656,AA0563,C,Cool/Wet,Cool,Wet,MM7-7,D,7,green,8,8,N,,< 1,0.95,4.29,9.24,16.34,34.2,23.5,33.4,35.5,35,,TRUE,0,0.9,NA,2.5,3.4,7,10,TRUE,,turgid,,,,,,,,08-Jul,24,15,8.6,,0.0462,0.0036,,,,FALSE,08-Jul,0,0,no root biomass measurement,FALSE,0.5000,0.0295,NA,root not collected,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
643,12,5,Redwood Creek,RWD5,EH0006,EH0009,B,Cool/Wet,Cool,Wet,MM7-7,E,7,green,8,8,N,,0.92,3.07,9.24,16.8,21.75,19.9,51.5,64.8,95.1,96.8,stakes changed from RWD6 to RWD5 B,TRUE,0,0.6,NA,4.9,7.3,19.7,32.2,TRUE,,turgid,,,,,,,,08-Jul,52,50,12.7,,0.1433,0.0169,,,,FALSE,08-Jul,0,0,,TRUE,1.3200,1.6400,0.3957,,3.3557,,,,,,,,,,,,,,,,,,,,,,,,,,
579,13,3,Rock Creek,004aN1,,,A,Cool/Wet,Cool,Wet,MM7-7,F,7,red,9,9,N,,0.88,2.86,8.04,15.24,22.32,41,39.3,49.5,67.8,77.7,,TRUE,0.4,0.5,NA,6.1,9.9,21,30,TRUE,,turgid,,,,,,,,08-Jul,51,55,9.7,,0.181,0.0245,,,,FALSE,08-Jul,4,6,,TRUE,0.5810,1.2100,0.2245,,2.0155,,,,,,,,,,,,,,,,,,,,,,,,,,
589,14,1,Wawona,182aC2,,,A,Cool/Wet,Cool,Wet,MM7-7,G,7,yellow,10,10,N,,< 1,2.68,5.72,9.01,12.21,28.6,23.9,32.9,53.2,66.6,,TRUE,0,1,NA,2.5,5,13.5,18.5,TRUE,,turgid,,,,,,,,08-Jul,32,12,4.8,,0.0302,0.0041,,,,FALSE,08-Jul,0,0,,TRUE,0.0800,0.1000,0.0786,,0.2586,,,,,,,,-,0,41.17,15.24,43.81,anthers_stigma touching,,,,,,,,,,,,,
679,15,7,West Fork Mojave River,WFM7,EH0020,EH0024,A,Cool/Wet,Cool,Wet,MM7-7,H,7,plain,6,7,N,,1.78,3.7,6.77,10.31,14.58,17.9,25.7,35.3,40.2,47.7,,TRUE,0,1.1,NA,3.2,7,12.1,15.2,TRUE,,turgid,,,,,,,,08-Jul,16,7,3.2,,0.0172,0.0015,,,,FALSE,08-Jul,0,0,,TRUE,0.0155,0.0831,0.9207,,1.0193,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1,11,Cottonwood Creek,370a,,,A,Cool/Wet,Cool,Wet,MM7-7,J,7,red,9,9,N,,1.25,2.72,6.59,17.32,19.49,24.2,45.5,73.1,91.3,97.4,,TRUE,0.3,1.2,NA,6.2,11,17.9,27.7,TRUE,,turgid,,,,,,,,08-Jul,87,73,16.7,,0.3553,0.0866,,,,FALSE,08-Jul,0,7,,TRUE,1.4320,2.2200,0.9041,,4.5561,,,,,,,,,,,,,,,,,,,,,,,,,,
671,2,11,Sweetwater River,CUR11,AW1113,AW1112,A,Cool/Wet,Cool,Wet,MM7-7,K,7,plain,6,7,N,,2.24,4.39,8.62,12.14,27.75,34,38.6,62.8,85.9,99.6,,TRUE,0.4,1.1,NA,5.9,10.4,18,28,TRUE,,turgid,,,,,,,,08-Jul,70,56,13.6,,0.3218,0.0601,,,,FALSE,08-Jul,0,9,,TRUE,2.1200,2.9000,1.1383,,6.1583,,,,,,,,,,,,,,,,,,,,,,,,,,
725,3,5,Deep Creek,DPC5,JP0785,AA1535,A,Cool/Wet,Cool,Wet,MM7-7,L,7,red,9,9,N,,1.57,4.29,9.6,15.48,23.41,42.9,38.5,45.4,58.9,78.2,,TRUE,0,0.9,NA,4.1,6.1,10.3,18.4,TRUE,,turgid,,,,,,,,08-Jul,56,59,12.2,,0.2386,0.0477,,,,FALSE,08-Jul,0,2,,TRUE,1.4720,1.7600,0.6707,,3.9027,,,,,,,,,,,,,,,,,,,,,,,,,,
735,4,3,Grade Road Palomar,GRP3,JP0989,JP0992,A,Cool/Wet,Cool,Wet,MM7-7,,,green,8,8,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
737,4,5,Grade Road Palomar,GRP5,JP0993,JP0988,A,Cool/Wet,Cool,Wet,MM7-7,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
719,7,5,Middle Yuba,MYU5,JP0623,JP0621,B,Cool/Wet,Cool,Wet,MM7-7,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
