Order,AlphaPop,FamilyNum,Population,Family,Dam,Sire,Rep,Treatment,TempTrt,WaterTrt,Block,Col,Row,GermDate,MinGermDay,MaxGermDay,Transplant,,LLL_0512,LLL_0515,LLL_0520,LLL_0523,LLL_0526,LLL_0529,LLL_0602,LLL_0605,LLL_0609,LLL_0612,Notes,UseForLLLGrowth,Height_0529,Height_0602,Height_0605,Height_0609,Height_0612,Height_0616,Height_0620,UseForHeightGrowth,,WiltStatus_0612,Flower Date,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,Flwr Notes,,LeafCollectionDate,UppTrichomeNo,LowTrichomeNo,Length_mm,LeafNotes1,LeafFW_g,LeafDW_g,LeafNotes2,LeafArea_cm2,,DiedFromStress,HarvestDate,NFlwr,Nbud,HarvestNotes,UseForBiomass,LeavesDW_g,ShootsDW_g,RootsDW_g,Notes,,,,,,,,,FlowerDate,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,FlwrNotes,,,,,,,,,,,,,
703,9,5,North Fork Middle Tule,NMT5,EH0012,AA1519,A,Cool/Wet,Cool,Wet,MM7-7,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
649,16,1,Whitewater Canyon,WWC1,AA1488,EH0029,A,Cool/Wet,Cool,Wet,MM7-7,I,7,plain,6,7,N,,1.56,2.77,6.88,11.04,17.86,28,33.8,46.2,77.5,90.8,,TRUE,0.5,1.1,NA,5.1,10,20.1,30.6,TRUE,,turgid,,,,,,,,08-Jul,64,61,13.5,,0.4055,0.0336,,,,FALSE,08-Jul,0,0,decapitated,CHECK,0.1900,0.6100,0.1855,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,
728,3,2,Deep Creek,DPC2,AA1535,JP0782,B,Cool/Wet,Cool,Wet,MM7-8,A,1,green,8,8,N,,1.33,1.96,3.17,5.5,6.57,12,14.7,17.9,33.7,48.1,,TRUE,0,0.9,NA,0.6,3.3,5.5,8,TRUE,,turgid,,,,,,,,16-Jul,92,108,18.5,,0.378,0.0985,,,,FALSE,16-Jul,3,6,,TRUE,0.9900,1.3400,0.7183,,3.0483,,,,,,,,-,0,41.89,15.47,31.9,,,,,,,,,,,,,,
744,4,6,Grade Road Palomar,GRP6,JP0995,JP0996,B,Cool/Wet,Cool,Wet,MM7-8,B,1,plain,6,7,N,,2.81,6.54,13.05,19.97,26.98,41.4,51,73,102.8,104.1,,TRUE,0.6,NA,3.4,7.5,10.8,18.7,26.7,TRUE,,turgid,,,,,,,,16-Jul,82,93,11.83,,0.27,0.0418,,,,FALSE,16-Jul,9,14,,TRUE,3.6200,7.0000,1.4667,,12.0867,,,,,,,,-,1.21,45.67,12.62,34.55,,,,,,,,,,,,,,
616,5,4,Hauser Creek,HAU4,AW1128,AA1596,A,Cool/Wet,Cool,Wet,MM7-8,C,1,plain,6,7,N,,2.12,4.14,6.47,9.25,12.46,14.4,13.7,17.4,42.2,45.6,,TRUE,0,0.7,NA,4.8,5.9,10.4,17.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,,TRUE,0.1876,0.2400,0.0741,,0.5017,,,,,,,,,,,,,,,,,,,,,,,,,,
688,6,4,Little Jameson,LIJ4,AA1380,AA1381,A,Cool/Wet,Cool,Wet,MM7-8,D,1,no germination,NA,NA,N,,< 1,< 1,< 1,1.07,5.42,8.3,12.4,25.5,32.7,44.2,,TRUE,0,NA,0.4,2.4,3,6.8,7.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
710,7,2,Middle Yuba,MYU2,JP0619,JP0623,A,Cool/Wet,Cool,Wet,MM7-8,E,1,plain,6,7,N,,1.02,2.29,5.82,10.08,15.12,23,24.8,45.4,47.5,38.7,,TRUE,0,0.7,NA,2.3,4.6,7.5,9.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,very small; no focal leaf,FALSE,0.0332,0.0550,NA,root too small to collect,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
626,8,2,Mill Creek,MIL2,AA1502,EH0054,A,Cool/Wet,Cool,Wet,MM7-8,F,1,plain,6,7,N,,1.89,3.34,7.13,13.34,18.04,26.6,28.9,33.4,64.1,62.1,,TRUE,0,NA,1.2,4.5,6.3,11.7,22,TRUE,,turgid,,,,,,,,16-Jul,96,145,19.22,,0.558,0.079,,,,FALSE,16-Jul,0,6,,TRUE,1.1300,2.2300,0.2878,,3.6478,,,,,,,,,,,,,,,,,,,,,,,,,,
698,9,1,North Fork Middle Tule,NMT1,AA1515,AA1517,B,Cool/Wet,Cool,Wet,MM7-8,G,1,plain,6,7,N,,1.16,3.78,6.39,10.58,14.93,19.9,23.7,36.6,51.1,51.2,meristem damaged(NA),TRUE,0,0.5,NA,2.5,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
752,10,7,Paradise Creek,PRD7,EH0011,AA1431,A,Cool/Wet,Cool,Wet,MM7-8,H,1,plain,6,7,N,,8.39,12.77,20.63,27.07,47.71,67.4,70.3,111.9,111,114.8,,TRUE,1.5,NA,5.2,11.7,18.9,29.5,39.9,TRUE,,turgid,,,,,,,,16-Jul,80,83,8.73,,0.137,0.0279,,,,FALSE,16-Jul,45,22,,TRUE,4.6700,12.8600,1.3057,,18.8357,,,,,,,,26-Jun,1.6,37.8,16.3,40.5,,,,,,,,,,,,,,
758,11,2,Rainbow Pool,RBW2,AA0508,AA0656,A,Cool/Wet,Cool,Wet,MM7-8,I,1,plain,6,7,N,,2.93,5.04,10.27,14.3,17.76,37,42.7,53.7,90.2,91.9,,TRUE,0,1.2,NA,6.9,11.8,17.8,27,TRUE,,turgid,,,,,,,,16-Jul,91,112,14.91,,0.252,0.0504,,,,FALSE,16-Jul,9,6,,TRUE,1.2700,2.7500,0.5972,,4.6172,,,,,,,,-,1.25,33.48,11.48,32.01,,,,,,,,,,,,,,
644,12,7,Redwood Creek,RWD7,EH0007,EH0006,A,Cool/Wet,Cool,Wet,MM7-8,J,1,plain,6,7,N,,2.19,3.86,9.13,14.55,15.63,31.4,37,52.2,87.4,86.1,,TRUE,0,NA,1.4,3.7,7.2,13.9,27.5,TRUE,,turgid,,,,,,,,16-Jul,90,95,12.92,,0.209,0.047,,,,FALSE,16-Jul,3,7,,TRUE,0.9900,2.0800,0.6543,,3.7243,,,,,,,,-,0,29.92,16.63,28.78,,,,,,,,,,,,,,
586,13,10,Rock Creek,013aN1,,,A,Cool/Wet,Cool,Wet,MM7-8,K,1,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,died; no plant present,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
600,14,12,Wawona,193aC2,,,A,Cool/Wet,Cool,Wet,MM7-8,L,1,no germination,NA,NA,Y,,1.89,2.33,2.77,4.11,8.26,11.9,15.9,23.1,32.4,45.1,transplanted,FALSE,0,NA,0.7,1.5,3.7,8,11.5,FALSE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,small; no focal leaf,TRUE,0.0218,0.0309,0.0153,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,
684,15,12,West Fork Mojave River,WFM12,EH0029,EH0023,A,Cool/Wet,Cool,Wet,MM7-8,M,1,plain,6,7,N,,2.8,4.6,9.59,14.96,23.11,39.3,43.5,59.5,75.5,75.1,,TRUE,0.4,0.8,NA,4.5,6.9,13.1,23.5,TRUE,,turgid,,,,,,,,16-Jul,157,172,19.91,,0.573,0.1045,,,,FALSE,16-Jul,3,6,,TRUE,2.1500,3.5700,0.8428,,6.5628,,,,,,,,,,,,,,,,,,,,,,,,,,
660,16,12,Whitewater Canyon,WWC12,EH0036,EH0029,A,Cool/Wet,Cool,Wet,MM7-8,N,1,plain,6,7,N,,2.22,2.78,4.29,5.71,8.01,10.5,14.3,26.7,40.9,58.5,,TRUE,0,NA,0.8,2.1,4,10.5,20,TRUE,,turgid,,,,,,,,16-Jul,126,153,19.84,,0.405,0.0475,,,,FALSE,16-Jul,0,5,,TRUE,0.4400,0.9100,0.1408,,1.4908,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1,9,Cottonwood Creek,362a,,,A,Cool/Wet,Cool,Wet,MM7-8,A,2,plain,6,7,N,,< 1,1.34,4.1,7.94,14.66,24,29.1,41.2,52.8,53,,TRUE,0,0.4,NA,2.5,4.5,8,14.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,3,,TRUE,1.4200,1.6900,0.7302,,3.8402,,,,,,,,,,,,,,,,,,,,,,,,,,
668,2,8,Sweetwater River,CUR8,AW1110,AW1112,A,Cool/Wet,Cool,Wet,MM7-8,B,2,green,8,8,N,,0.67,2.07,2.5,7.11,12.96,18.8,24.6,50.8,64.9,65.9,,TRUE,0,NA,0.7,4.4,8.1,13.6,20.5,TRUE,,turgid,,,,,,,,16-Jul,110,124,13.85,,0.25,0.056,,,,FALSE,16-Jul,0,6,,TRUE,0.6600,1.3200,0.5472,,2.5272,,,,,,,,,,,,,,,,,,,,,,,,,,
722,3,2,Deep Creek,DPC2,AA1535,JP0782,A,Cool/Wet,Cool,Wet,MM7-8,C,2,plain,6,7,N,,1.99,4.53,10.48,14.53,19.78,32.7,29.9,56.7,65.9,81.8,,TRUE,0.4,1.1,NA,7.1,8.9,16.6,27.4,TRUE,,turgid,,,,,,,,16-Jul,51,75,11.08,,0.261,0.061,,,,FALSE,16-Jul,13,10,,TRUE,1.9700,4.6700,0.7958,,7.4358,,,,,,,,-,1,42.19,16.97,34.48,,,,,,,,,,,,,,
736,4,4,Grade Road Palomar,GRP4,JP0992,JP0995,A,Cool/Wet,Cool,Wet,MM7-8,D,2,plain,6,7,N,,2.2,5.22,11.15,17.99,24.94,37.6,50.7,62.2,106.6,106.1,,TRUE,0.6,NA,1.7,6.2,9,16,25.7,TRUE,,turgid,,,,,,,,16-Jul,146,153,16.02,,0.489,0.085,,,,FALSE,16-Jul,8,8,,TRUE,2.9500,5.2400,0.8877,,9.0777,,,,,,,,,,,,,,,,,,,,,,,,,,
614,5,2,Hauser Creek,HAU2,AA1597,AW1132,A,Cool/Wet,Cool,Wet,MM7-8,E,2,plain,6,7,N,,< 1,1.24,4.98,7.52,15.01,24.2,29.5,45.7,69.3,71.7,,TRUE,0,0.5,NA,4,6.5,12.3,16.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,very small; no focal leaf,TRUE,0.1012,0.1408,0.0471,,0.2891,,,,,,,,,,,,,,,,,,,,,,,,,,
690,6,6,Little Jameson,LIJ6,AA1381,AA1380,A,Cool/Wet,Cool,Wet,MM7-8,F,2,no toothpick; germination,12,17,N,,0.68,1.86,5.15,10.36,15.31,21.9,30.7,43,49.9,68.8,,TRUE,0,NA,1.5,5.1,7,14.9,25.5,TRUE,,turgid,,,,,,,,16-Jul,93,121,19.59,,0.392,0.045,,,,FALSE,16-Jul,0,0,,TRUE,0.8100,1.1800,0.6301,,2.6201,,,,,,,,,,,,,,,,,,,,,,,,,,
716,7,2,Middle Yuba,MYU2,JP0619,JP0623,B,Cool/Wet,Cool,Wet,MM7-8,G,2,red,9,9,N,,0.51,< 1,0.82,1.67,3.68,6.3,NA,NA,NA,NA,,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,fell through,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
630,8,6,Mill Creek,MIL6,EH0055,EH0057,A,Cool/Wet,Cool,Wet,MM7-8,H,2,yellow,10,10,N,,3.23,5.14,9.69,16.77,18.03,36,40.8,54.9,79.2,79.6,,TRUE,0.5,NA,2.2,8.5,11.2,20.8,33.5,TRUE,,turgid,,,,,,,,16-Jul,117,132,18.56,,0.42,0.0566,,,,FALSE,16-Jul,0,10,,TRUE,0.6100,1.7100,0.3449,,2.6649,,,,,,,,,,,,,,,,,,,,,,,,,,
700,9,3,North Fork Middle Tule,NMT3,AA1519,AA1515,A,Cool/Wet,Cool,Wet,MM7-8,I,2,plain,6,7,N,,2.87,4.55,9.49,13.45,18.4,39.9,41.8,51.5,65.7,70.4,,TRUE,0,0.5,NA,3.5,5.5,11.1,21,TRUE,,turgid,,,,,,,,16-Jul,85,74,18.19,,0.392,0.0627,not totally turgid,,,FALSE,16-Jul,0,0,,TRUE,0.4800,0.6100,0.2277,,1.3177,,,,,,,,,,,,,,,,,,,,,,,,,,
756,10,4,Paradise Creek,PRD4,AA1428,AA1429,B,Cool/Wet,Cool,Wet,MM7-8,J,2,plain,6,7,N,,2.16,3.4,6.01,11.71,16.22,26.7,24.1,32.5,41.8,45.4,,TRUE,0,NA,0.9,1.9,3.5,5.5,9,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,very small; no focal leaf,TRUE,0.0416,0.0512,0.0346,,0.1274,,,,,,,,,,,,,,,,,,,,,,,,,,
766,11,2,Rainbow Pool,RBW2,AA0508,AA0656,C,Cool/Wet,Cool,Wet,MM7-8,K,2,plain,6,7,N,,1.38,3.21,5.61,8.04,10.39,17,21.8,25.8,50.5,56.8,,TRUE,0,0.5,NA,2.4,4.8,11.5,18.2,TRUE,,turgid,,,,,,,,16-Jul,75,76,18.12,,0.233,0.026,,,,FALSE,16-Jul,0,0,,TRUE,0.2300,0.2500,0.0774,,0.5574,,,,,,,,,,,,,,,,,,,,,,,,,,
640,12,2,Redwood Creek,RWD2,AA1541,EH0005,B,Cool/Wet,Cool,Wet,MM7-8,L,2,red,9,9,N,,< 1,< 1,3.62,5.82,11.69,19.6,20,45.9,66.6,77.1,stakes changed from RWD3 to RWD2 B,TRUE,0,NA,1.4,3.6,6,14.9,24,TRUE,,turgid,,,,,,,,16-Jul,100,120,17.16,extra?: 7/16  115  117  15.7,0.302,0.052,extra?: FW: 0.270; DW: 0.0449,,,FALSE,16-Jul,4,6,,TRUE,0.7400,1.8500,0.3782,,2.9682,,,,,,,,,,,,,,,,,,,,,,,,,,
588,13,12,Rock Creek,015aN1,,,A,Cool/Wet,Cool,Wet,MM7-8,M,2,red,9,9,N,,0.6,1.91,5.8,11.26,17.82,25,23.1,34.1,40.9,51,,TRUE,0,0.6,NA,2.7,4.5,7.2,10.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
594,14,6,Wawona,187aC2,,,A,Cool/Wet,Cool,Wet,MM7-8,N,2,plain,6,7,N,,2.47,4.46,5.77,10.16,12.46,26.7,33.5,48.7,73.4,88.9,,TRUE,0,NA,0.8,2.3,5,10,20.4,TRUE,,turgid,,,,,,,,16-Jul,127,147,12.71,,0.273,0.04,,,,FALSE,16-Jul,9,7,,TRUE,1.4800,3.1400,0.7642,,5.3842,,,,,,,,,,,,,,,,,,,,,,,,,,
674,15,2,West Fork Mojave River,WFM2,EH0025,AA1416,A,Cool/Wet,Cool,Wet,MM7-8,A,3,no germination,NA,NA,Y,,< 1,< 1,< 1,< 1,< 1,NA,NA,NA,NA,NA,transplanted; dead,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
650,16,2,Whitewater Canyon,WWC2,AA1489,EH0036,A,Cool/Wet,Cool,Wet,MM7-8,B,3,plain,6,7,N,,2.45,4.14,7.86,13.22,17.22,28.5,27.9,42.3,51.6,59,,TRUE,0.4,NA,1.5,3.5,6.5,13.3,19.5,TRUE,,turgid,,,,,,,,16-Jul,128,150,16.33,,0.311,0.0674,,,,FALSE,16-Jul,6,6,,TRUE,1.3300,3.0900,0.6108,,5.0308,,,,,,,,-,2.86,44.75,10.94,31.67,,,,,,,,,,,,,,
612,1,3,Cottonwood Creek,348a,,,A,Cool/Wet,Cool,Wet,MM7-8,C,3,plain,6,7,N,,4.03,4.91,8.85,14.02,19.8,34.4,42,52.8,65.4,67,,TRUE,0,1.1,NA,4.2,7.7,11.1,18.5,TRUE,,turgid,,,,,,,,16-Jul,93,149,18.44,,0.367,0.0582,,,,FALSE,16-Jul,0,0,,TRUE,0.5600,1.0100,0.3438,,1.9138,,,,,,,,,,,,,,,,,,,,,,,,,,
672,2,12,Sweetwater River,CUR12,AW1114,AW1113,A,Cool/Wet,Cool,Wet,MM7-8,D,3,red,9,9,N,,0.88,1.75,2.14,3.1,6.37,9.9,10,13.1,33.8,26.1,,TRUE,0,NA,0,0.5,1,0.5,NA,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
726,3,6,Deep Creek,DPC6,JP0785,JP0782,A,Cool/Wet,Cool,Wet,MM7-8,E,3,no toothpick; germination,12,17,N,,< 1,< 1,3.26,5.39,9.44,16.2,18.2,31.5,55.2,50.8,,TRUE,0,0.6,NA,3.5,7.5,9,10.5,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
740,4,2,Grade Road Palomar,GRP2,JP0988,JP0989,B,Cool/Wet,Cool,Wet,MM7-8,F,3,plain,6,7,N,,2.06,3.59,6.92,11.95,18.62,26.9,40.2,57.6,91.1,81.4,meristem damaged(NA),TRUE,0,NA,2.3,6.2,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
618,5,6,Hauser Creek,HAU6,AW1129,AW1128,A,Cool/Wet,Cool,Wet,MM7-8,G,3,plain,6,7,N,,1.7,3.29,8.65,14.48,20.73,31.1,38.4,47.4,74.4,77.2,,TRUE,0.4,0.5,NA,6.5,10.8,18,30,TRUE,,turgid,,,,,,,,16-Jul,170,214,20.83,,0.489,0.0992,,,,FALSE,16-Jul,0,4,,TRUE,2.0400,3.3200,0.5015,,5.8615,,,,,,,,,,,,,,,,,,,,,,,,,,
696,6,12,Little Jameson,LIJ12,BE0008,AA1381,A,Cool/Wet,Cool,Wet,MM7-8,H,3,no toothpick; germination,12,17,N,,0.5,1.24,3.53,7.07,10.53,11.8,14.9,24.2,41.8,51.2,,TRUE,0,NA,1.3,4.5,9.4,12.3,17.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,very small; no focal leaf,TRUE,0.0388,0.0387,0.0212,,0.0987,,,,,,,,,,,,,,,,,,,,,,,,,,
720,7,6,Middle Yuba,MYU6,JP0624,JP0618,B,Cool/Wet,Cool,Wet,MM7-8,I,3,plain,6,7,N,,< 1,0.97,5.1,8.42,14.33,19.9,21.3,35.5,44.6,42.5,,TRUE,0,0.5,NA,3.5,6.5,9.1,12,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,very small; no focal leaf,TRUE,0.0461,0.0547,0.0320,,0.1328,,,,,,,,,,,,,,,,,,,,,,,,,,
636,8,12,Mill Creek,MIL12,EH0062,EH0054,A,Cool/Wet,Cool,Wet,MM7-8,J,3,plain,6,7,N,,< 1,< 1,3.57,4.76,6.72,7.9,9.6,11.4,15.1,14.7,,TRUE,0,NA,0.4,0.6,1,1.5,1.7,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
708,9,8,North Fork Middle Tule,NMT8,EH0014,EH0012,A,Cool/Wet,Cool,Wet,MM7-8,K,3,plain,6,7,N,,1.02,2.57,5.66,9.23,14.82,20.6,30.4,43.6,47.2,49.9,,TRUE,0,0.4,NA,2.2,3.5,5.5,5.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
746,10,2,Paradise Creek,PRD2,AA1427,AA1425,A,Cool/Wet,Cool,Wet,MM7-8,L,3,yellow,10,10,N,,1.77,3.5,6.18,10.17,16.57,20.1,35,53.1,55.8,71,,TRUE,0,NA,2.1,4.2,6.8,14.8,23.5,TRUE,,turgid,,,,,,,,16-Jul,147,158,16.72,,0.359,0.0859,,,,FALSE,16-Jul,2,7,,TRUE,1.4400,2.4800,0.9372,,4.8572,,,,,,,,,,,,,,,,,,,,,,,,,,
762,11,2,Rainbow Pool,RBW2,AA0508,AA0656,B,Cool/Wet,Cool,Wet,MM7-8,M,3,plain,6,7,N,,7.3,11.24,16.75,25.05,37.2,51.3,48.1,84.6,92.2,103.4,,TRUE,1.2,1.6,NA,7.4,10.6,15.7,26.5,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,24,23,,TRUE,5.1100,9.1700,1.5237,,15.8037,,,,,,,,,,,,,,,,,,,,,,,,,,
638,12,1,Redwood Creek,RWD1,AA1538,AA1541,B,Cool/Wet,Cool,Wet,MM7-8,N,3,plain,6,7,N,,< 1,0.85,4.25,9.08,14.39,22.4,26.5,30.7,29.2,54.5,,TRUE,0,NA,0.7,1.5,1.8,10.5,7,TRUE,,turgid,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,very small; no focal leaf,TRUE,0.0178,0.0181,0.5569,,0.5928,,,,,,,,,,,,,,,,,,,,,,,,,,
578,13,2,Rock Creek,002aN1,,,A,Cool/Wet,Cool,Wet,MM7-8,A,4,red,9,9,N,,< 1,< 1,3.23,4.87,10.62,16.7,17.6,29.4,53.4,61.6,,TRUE,0,0.8,NA,2.3,4.9,8.1,12.5,TRUE,,turgid,,,,,,,,16-Jul,81,87,15.58,,0.313,0.0559,,,,FALSE,16-Jul,2,3,,TRUE,0.5900,0.9000,0.6422,,2.1322,,,,,,,,,,,,,,,,,,,,,,,,,,
598,14,10,Wawona,191aC2,,,A,Cool/Wet,Cool,Wet,MM7-8,B,4,yellow,10,10,N,,1.82,3.97,7.92,12.83,17.99,29.7,39.6,51.9,88.4,91.3,,TRUE,0,NA,1.5,4.5,8.9,14.9,20,TRUE,,turgid,,,,,,,,16-Jul,108,114,13.19,,0.232,0.0582,,,,FALSE,16-Jul,0,8,,TRUE,1.3600,2.1200,0.8351,,4.3151,,,,,,,,,,,,,,,,,,,,,,,,,,
678,15,6,West Fork Mojave River,WFM6,EH0019,EH0016,A,Cool/Wet,Cool,Wet,MM7-8,C,4,plain,6,7,N,,3.03,5.23,9.29,15.35,18.29,32.5,35.1,58.9,80,85.6,,TRUE,0,1.3,NA,6.2,9.2,14.5,24,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,4,6,,TRUE,1.6700,2.9400,0.4579,,5.0679,,,,,,,,,,,,,,,,,,,,,,,,,,
658,16,10,Whitewater Canyon,WWC10,EH0033,EH0032,A,Cool/Wet,Cool,Wet,MM7-8,D,4,plain,6,7,N,,0.95,2.61,6.78,10.83,17.97,30.5,27.2,58.2,69.5,70,,TRUE,0.4,NA,3.1,7.5,12.8,19,27.5,TRUE,,turgid,,,,,,,,16-Jul,83,112,13.2,,0.308,0.0426,,,,FALSE,16-Jul,4,9,,TRUE,1.1700,2.6900,0.5995,,4.4595,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1,8,Cottonwood Creek,361a,,,A,Cool/Wet,Cool,Wet,MM7-8,E,4,plain,6,7,N,,3.27,5.72,9.05,15.46,22.58,40.5,40,70.9,93.5,91.5,,TRUE,0,1.1,NA,8.1,13.1,20.2,30,TRUE,,turgid,,,,,,,,16-Jul,142,165,16.08,,0.419,0.1225,,,,FALSE,16-Jul,0,4,,TRUE,2.2100,3.2000,0.6441,,6.0541,,,,,,,,,,,,,,,,,,,,,,,,,,
666,2,6,Cuyamaca Rancho,CUR6,AA1411,AA1410,A,Cool/Wet,Cool,Wet,MM7-8,F,4,red,9,9,N,,2.28,4.06,8.59,13.51,19.51,31.9,43,47.3,84.3,82.1,,TRUE,0.5,NA,2.5,7.5,11.5,18.4,28.5,TRUE,,turgid,,,,,,,,16-Jul,123,130,17.07,,0.359,0.0544,,,,FALSE,16-Jul,0,2,,TRUE,0.7100,1.3800,0.3971,,2.4871,,,,,,,,,,,,,,,,,,,,,,,,,,
730,3,4,Deep Creek,DPC4,JP0782,AA1535,B,Cool/Wet,Cool,Wet,MM7-8,G,4,green,8,8,N,,< 1,1.92,7.45,11.89,20.08,26.2,38.6,48.1,73,79.2,,TRUE,0.6,0.9,NA,7.1,11.6,15.6,28.5,TRUE,,turgid,,,,,,,,16-Jul,65,83,15.22,,0.382,0.0681,,,,FALSE,16-Jul,4,10,,TRUE,1.3300,2.7100,0.4824,,4.5224,,,,,,,,-,31.91,1.47,12.09,31.14,,,,,,,,,,,,,,
734,4,2,Grade Road Palomar,GRP2,JP0988,JP0989,A,Cool/Wet,Cool,Wet,MM7-8,H,4,plain,6,7,N,,1.81,4.09,8.01,12.56,20.82,30.6,39,58.2,79.8,87.9,,TRUE,0,NA,1.9,6.5,9.8,18.3,29,TRUE,,turgid,,,,,,,,16-Jul,113,118,13.6,,0.311,0.0614,,,,FALSE,16-Jul,0,4,,TRUE,1.0400,1.9200,0.4445,,3.4045,,,,,,,,,,,,,,,,,,,,,,,,,,
622,5,10,Hauser Creek,HAU10,AW1134,AW1132,A,Cool/Wet,Cool,Wet,MM7-8,I,4,plain,6,7,N,,1.15,2.79,7.29,12.59,21.16,30.6,34.8,62.4,101.4,107.8,,TRUE,0.5,1.1,NA,7,13.1,21.3,31.4,TRUE,,turgid,,,,,,,,16-Jul,171,198,18.62,,0.471,0.094,,,,FALSE,16-Jul,5,10,,TRUE,1.9700,4.7300,0.6374,,7.3374,,,,,,,,-,37.75,1.56,19.02,27.54,,,,,,,,,,,,,,
694,6,10,Little Jameson,LIJ10,AA1383,AA1380,A,Cool/Wet,Cool,Wet,MM7-8,J,4,blue,11,11,N,,0.8,2.11,5.94,9.37,14.83,22.4,22.2,35,55.8,53.9,,TRUE,0,NA,1.5,5.4,8.5,12.1,18.5,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,16-Jul,0,0,,TRUE,0.2600,0.2600,0.1581,,0.6781,,,,,,,,,,,,,,,,,,,,,,,,,,
